bound_id,entity_type,entity_id,floor_price,ceiling_price,currency,max_daily_move_pct,max_weekly_move_pct,rounding_step,override_active,updated_at
pbd_ed884492,room_type,rmt_f667f1f4,4395.44,10842.09,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_e062a70f,room_type,rmt_e5de6e52,10368.09,25574.62,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_d2318634,room_type,rmt_5de51a17,12960.11,31968.26,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_bacec225,room_type,rmt_3cd04cb9,16588.94,40919.39,INR,8,25,1.00,1,2026-08-18T10:00:00+05:30
pbd_a9003fde,room_type,rmt_8a230a0d,22809.79,56264.14,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_66875a78,room_type,rmt_ad5eda23,2151.20,5306.28,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_efb2111e,room_type,rmt_32fa9828,2689.00,6632.86,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_307665cd,room_type,rmt_a50c7c83,3441.92,8490.06,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_193b2eb7,room_type,rmt_d0ff4916,4732.63,11673.81,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_95f6d805,room_type,rmt_546d32f3,4941.70,12189.52,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_e2644a42,room_type,rmt_3cb6cd30,6177.12,15236.90,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_0ccd756a,room_type,rmt_120e4dd2,7906.72,19503.24,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_3399ab8a,room_type,rmt_be3cf350,10871.74,26816.95,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_b5314068,room_type,rmt_50331ee5,5656.18,13951.90,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_4b462ccb,room_type,rmt_18beff3d,7070.23,17439.89,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_f9ca5f81,room_type,rmt_0497b541,9049.89,22323.06,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_b292b54a,room_type,rmt_63be6614,12443.60,30694.20,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_f4723128,room_type,rmt_ec8f2f1f,4897.51,12080.52,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_c52363f5,room_type,rmt_6660dd94,6121.89,15100.66,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_d87f7c5e,room_type,rmt_ff860aad,7836.02,19328.84,INR,5,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_66ded4c0,room_type,rmt_d2516451,10774.52,26577.16,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_0979047c,room_type,rmt_f0cd7fd7,3903.77,9629.31,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_9435f2bb,room_type,rmt_435bfd43,4879.72,12036.64,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_cfe90971,room_type,rmt_5d642711,6246.04,15406.89,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_6ef0893a,room_type,rmt_b283a8b8,8588.30,21184.46,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_3939e0e8,room_type,rmt_aec8441a,4972.34,12265.11,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_31831ded,room_type,rmt_bfe306c2,6215.43,15331.39,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_5ceba1e6,room_type,rmt_43799d6c,7955.75,19624.19,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_8663b223,room_type,rmt_2ee21607,10939.16,26983.25,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_7a91159e,room_type,rmt_259e6353,2555.66,6303.97,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_0ed69843,room_type,rmt_d3ea4acb,3194.58,7879.96,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_fa1e4ba3,room_type,rmt_d0b310f0,4089.06,10086.35,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_0b15f58d,room_type,rmt_49bdf69e,5622.47,13868.75,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_316d072c,room_type,rmt_cd0a1cfc,4104.20,10123.70,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_7d7421a9,room_type,rmt_b4cf3ec4,5130.26,12654.63,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_762bed99,room_type,rmt_7edee5da,6566.73,16197.93,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_4dc5173b,room_type,rmt_4fc4c4d3,9029.25,22272.15,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_f7aa7962,room_type,rmt_b206a2b9,2799.82,6906.22,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_a33f7b98,room_type,rmt_423ed768,3499.78,8632.78,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_03143c59,room_type,rmt_0a6f68c7,4479.71,11049.96,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_b45c8fa8,room_type,rmt_6cfc99b4,6159.60,15193.68,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_2cefc727,room_type,rmt_4f14363b,1273.29,3140.78,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_a66acf07,room_type,rmt_b6ed5055,1591.61,3925.98,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_6442cff1,room_type,rmt_e45d6f7e,2037.26,5025.25,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_31dfd8e3,room_type,rmt_ea7e5466,2801.24,6909.71,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_21b6957b,room_type,rmt_2f4f2596,4121.70,10166.86,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_3a7da26f,room_type,rmt_79f17c49,5152.13,12708.58,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_8fd6ba1d,room_type,rmt_fe3f72f1,6594.72,16266.98,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_4c6e9b2c,room_type,rmt_eede5ffe,9067.74,22367.09,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_b59e9273,room_type,rmt_650c9934,1209.59,2983.66,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_b346555b,room_type,rmt_d5d1225e,1511.99,3729.58,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_a39f3126,room_type,rmt_024aae3a,1935.35,4773.87,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_50fac722,room_type,rmt_60a7859f,2661.11,6564.08,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_bf6ddcac,room_type,rmt_6548e2cd,2356.38,5812.40,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_035c7414,room_type,rmt_708dcfd3,2945.48,7265.51,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_ba957038,room_type,rmt_8e5f928f,3770.21,9299.84,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_6ab1e810,room_type,rmt_cbac9201,5184.04,12787.29,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_7fb2339e,room_type,rmt_f17c08e7,3983.93,9827.02,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_496ca455,room_type,rmt_784f7fe9,4979.91,12283.78,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_1a4b7bee,room_type,rmt_5e0e2577,6374.28,15723.22,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_29bcad16,room_type,rmt_905576da,8764.64,21619.43,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_24218cca,room_type,rmt_56701d68,5514.89,13603.40,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_84d87324,room_type,rmt_f0305071,6893.62,17004.26,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_9018f6d4,room_type,rmt_1b34ab4d,8823.83,21765.45,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_97aea550,room_type,rmt_d1abd407,12132.77,29927.51,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_8b55c780,room_type,rmt_5e647c40,8099.88,19979.70,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_494ecc36,room_type,rmt_709c7acc,10124.85,24974.63,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_41386c69,room_type,rmt_2ef10b2a,12959.81,31967.54,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_be305149,room_type,rmt_2d887c26,17819.74,43955.35,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_326fb9bb,room_type,rmt_a47d4809,5574.39,13750.16,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_8f1f3356,room_type,rmt_39bad24e,6967.99,17187.70,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_8b3a3862,room_type,rmt_0e860876,8919.02,22000.26,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_175e8bcc,room_type,rmt_268a4873,12263.66,30250.35,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_a11228bc,room_type,rmt_bcf88c61,2019.48,4981.38,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_fb6b63f9,room_type,rmt_0ac76f1f,2524.35,6226.73,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_f2fd730d,room_type,rmt_d7a0cdfe,3231.17,7970.21,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_b8fe1cd0,room_type,rmt_9731daf4,4442.85,10959.03,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_7bf6fdb8,room_type,rmt_22a0518f,1924.16,4746.27,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_d1741d6c,room_type,rmt_8039634d,2405.21,5932.84,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_302b7592,room_type,rmt_6d92f523,3078.66,7594.03,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_4dd0349f,room_type,rmt_0eac32b1,4233.16,10441.79,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_9d1f6071,room_type,rmt_47eaeab8,11090.45,27356.43,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_1a30c809,room_type,rmt_013959d4,13863.06,34195.55,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_d405a0f6,room_type,rmt_cab3c669,17744.72,43770.30,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_712ada62,room_type,rmt_add53bc2,24398.99,60184.16,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_f07e357a,room_type,rmt_bc84cb85,2315.75,5712.19,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_d46127f6,room_type,rmt_a68f0c81,2894.69,7140.22,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_df411260,room_type,rmt_1ea3d32f,3705.20,9139.48,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_e9f86e19,room_type,rmt_f891a134,5094.65,12566.79,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_b0aafcbd,room_type,rmt_48fca746,2685.07,6623.17,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_328a593d,room_type,rmt_d2833983,3356.33,8278.95,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_859d3a59,room_type,rmt_35c23c39,4296.11,10597.06,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_461059bf,room_type,rmt_cf661344,5907.14,14570.95,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_ba901cf0,room_type,rmt_f4767b7e,26896.24,66344.05,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_8440e191,room_type,rmt_4726f8c7,6112.78,15078.18,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_48772b68,room_type,rmt_7fd36665,7824.36,19300.09,INR,10,25,50.00,1,2026-08-18T10:00:00+05:30
pbd_f73982be,room_type,rmt_dd8fc98d,10758.50,26537.62,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_2f5a3213,room_type,rmt_4a787963,4715.33,11631.14,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_779d3111,room_type,rmt_22e18967,5894.15,14538.91,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_2ee0c9b3,room_type,rmt_19e0b184,7544.51,18609.80,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_97041f87,room_type,rmt_c55ccaef,10373.71,25588.48,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_e0b16e33,room_type,rmt_fd5ae932,2570.54,6340.67,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_a66de2db,room_type,rmt_2ee7481d,3213.18,7925.84,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_14bbf495,room_type,rmt_3661f45e,4112.87,10145.07,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_0307da1c,room_type,rmt_1393d496,5655.20,13949.48,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_73301584,room_type,rmt_bbe3b35d,1121.86,2767.25,INR,5,25,1.00,1,2026-08-18T10:00:00+05:30
pbd_65271baa,room_type,rmt_da84c2a1,1402.32,3459.06,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_22cf939c,room_type,rmt_82174bde,1794.97,4427.59,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_13cbfac7,room_type,rmt_6b108445,2468.08,6087.92,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_75f3ee22,room_type,rmt_adfde93d,4529.81,11173.52,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_ae04b0a5,room_type,rmt_abcb8af5,5662.25,13966.89,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_3ca7ed39,room_type,rmt_90cd3c11,7247.69,17877.62,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_202b29c2,room_type,rmt_889298aa,9965.57,24581.75,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_4d5ee89b,room_type,rmt_5b220b9c,2992.46,7381.39,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_28e38ccc,room_type,rmt_4cd1e779,3740.57,9226.75,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_d9c6586f,room_type,rmt_5e6f1662,4787.93,11810.23,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_ae8c523a,room_type,rmt_17514b94,6583.41,16239.08,INR,15,18,50.00,1,2026-08-18T10:00:00+05:30
pbd_57def4a4,room_type,rmt_7a6bb96a,11328.75,27944.25,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_26d219a4,room_type,rmt_818bfa97,14160.94,34930.31,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_88ac1ff0,room_type,rmt_140c165e,18126.00,44710.80,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_daaa1aa9,room_type,rmt_5b68a891,24923.25,61477.35,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_c2419a6f,room_type,rmt_b91c7e7c,9712.79,23958.20,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_a6f40b5b,room_type,rmt_c5263905,12140.98,29947.74,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_acc695d3,room_type,rmt_9cbe2d8e,15540.45,38333.11,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_0916e2a9,room_type,rmt_b9c59920,21368.12,52708.04,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_557b685e,room_type,rmt_2e6d19e7,2126.45,5245.25,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_699bbd66,room_type,rmt_da87f9bd,2658.07,6556.57,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_86623fbe,room_type,rmt_63eb94a0,3402.33,8392.41,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_fa2a055c,room_type,rmt_20470f7b,4678.20,11539.56,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_a0e50030,room_type,rmt_08a2564d,2757.94,6802.91,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_225bd449,room_type,rmt_63e35ab2,3447.43,8503.65,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_5a5dc5c2,room_type,rmt_800763ea,4412.70,10884.66,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_e8ce7f34,room_type,rmt_591c4f11,6067.47,14966.43,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_b3b1faf8,room_type,rmt_47227828,5320.78,13124.58,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_03f7ff5a,room_type,rmt_e22a33fa,6650.97,16405.73,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_5204ace1,room_type,rmt_ed96e2ba,8513.24,20999.33,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_3d81d316,room_type,rmt_e561c575,11705.72,28874.10,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_73168da5,room_type,rmt_22def478,4168.11,10281.34,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_a2f2c1eb,room_type,rmt_528294fe,5210.14,12851.67,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_14a6a933,room_type,rmt_21ed1f88,6668.97,16450.13,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_611cef91,room_type,rmt_05727d62,9169.84,22618.93,INR,8,25,10.00,1,2026-08-18T10:00:00+05:30
pbd_c1a1fbcf,room_type,rmt_b69a22dd,1340.30,3306.06,INR,15,30,50.00,1,2026-08-18T10:00:00+05:30
pbd_faa388ef,room_type,rmt_55884246,1675.37,4132.59,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_c4f6ef11,room_type,rmt_94c7cd5d,2144.48,5289.71,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_16e26320,room_type,rmt_87e691a5,2948.66,7273.35,INR,8,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_63b1ef69,room_type,rmt_1c05fa87,2290.97,5651.07,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_55df0350,room_type,rmt_35f045d9,2863.72,7063.84,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_862a4b26,room_type,rmt_0be75b1e,3665.56,9041.71,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_ba89536e,room_type,rmt_7e538eb3,5040.14,12432.35,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_9cccf090,room_type,rmt_b384b31a,1964.23,4845.09,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_d50c32f3,room_type,rmt_3d9c34a3,2455.29,6056.38,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_dfdf4530,room_type,rmt_551b2c94,3142.77,7752.17,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_55d9de46,room_type,rmt_688b73f3,4321.31,10659.22,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_5726fb66,room_type,rmt_41693e02,2686.19,6625.94,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_7391a554,room_type,rmt_d7416d52,3357.74,8282.43,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_af0bdd7f,room_type,rmt_167f1e72,4297.91,10601.52,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_f625cd5f,room_type,rmt_f0431bad,5909.63,14577.08,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_d7f28051,room_type,rmt_a1a9c79e,2167.49,5346.46,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_5b8f04b1,room_type,rmt_25fa9250,2709.35,6683.07,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_924589db,room_type,rmt_ef9de2f5,3467.97,8554.33,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_a677a2fd,room_type,rmt_26f40faa,4768.46,11762.21,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_73891787,room_type,rmt_3a595898,1348.88,3327.23,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_2144f7dd,room_type,rmt_2fe512ad,1686.09,4159.02,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_db87d224,room_type,rmt_ab072c2e,2158.19,5323.54,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_fa197b42,room_type,rmt_dc0f7b12,2967.52,7319.88,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_40f74d17,room_type,rmt_b06c1e04,1494.38,3686.14,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_ea6d7307,room_type,rmt_79aa251b,1867.97,4607.67,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_855c354c,room_type,rmt_110f3683,2391.01,5897.82,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_9dccabc8,room_type,rmt_4d32f357,3287.64,8109.51,INR,15,30,50.00,1,2026-08-18T10:00:00+05:30
pbd_39a95b08,room_type,rmt_e2da1aca,2244.53,5536.50,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_354af07e,room_type,rmt_a369d34e,2805.66,6920.63,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_adcbe72b,room_type,rmt_4e6c1c8f,3591.24,8858.39,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_d0e65e79,room_type,rmt_f2618bda,4937.96,12180.29,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_950bc0a0,room_type,rmt_687cf1e5,4949.62,12209.06,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_dbc36a60,room_type,rmt_72f89279,6187.02,15261.32,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_645086a7,room_type,rmt_f52bde0d,7919.39,19534.48,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_5cbd9bd4,room_type,rmt_ca3c8b4b,10889.15,26859.91,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_33cb04e8,room_type,rmt_27d1faf1,1543.87,3808.21,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_6b9e5f37,room_type,rmt_f0522faf,1929.84,4760.27,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_5b5095df,room_type,rmt_926cc9e2,2470.19,6093.14,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_4919de4b,room_type,rmt_3fea1993,3396.52,8378.08,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_8be5a0a6,room_type,rmt_77174029,3827.04,9440.03,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_713cf108,room_type,rmt_a1d067ea,4783.80,11800.04,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_32314016,room_type,rmt_fd4ca39c,6123.27,15104.07,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_8c74310a,room_type,rmt_3f460fd8,8419.49,20768.08,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_daf210b9,room_type,rmt_648449a2,4668.23,11514.96,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_5c42b862,room_type,rmt_65903ede,5835.28,14393.68,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_abbd65aa,room_type,rmt_15cd7381,7469.16,18423.93,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_1d78d104,room_type,rmt_b56bcaf9,10270.09,25332.88,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_9aec2873,room_type,rmt_59d60883,2330.60,5748.80,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_4a692c39,room_type,rmt_96469ce5,2913.25,7186.01,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_76eff8cc,room_type,rmt_7d0cef5a,3728.96,9198.09,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_95f2877d,room_type,rmt_e50b47af,5127.31,12647.36,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_1462f300,room_type,rmt_8d89007b,1092.41,2694.60,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_417f0642,room_type,rmt_a02efde1,1365.51,3368.26,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_da571825,room_type,rmt_8b9d4102,1747.85,4311.37,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_e0899179,room_type,rmt_49b7d67a,2403.29,5928.12,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_57947d7f,room_type,rmt_fe825282,2866.92,7071.74,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_e2ef8643,room_type,rmt_5de8d57d,3583.65,8839.67,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_bc740f78,room_type,rmt_3d14ceda,4587.08,11314.79,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_2fc29aba,room_type,rmt_8e081aa6,6307.23,15557.83,INR,10,25,1.00,1,2026-08-18T10:00:00+05:30
pbd_90a18d02,room_type,rmt_7f9540cd,5552.93,13697.23,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_d42f71f9,room_type,rmt_0fb2e967,6941.16,17121.53,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_500c723b,room_type,rmt_a133dc21,8884.69,21915.56,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_bff42b63,room_type,rmt_ff264dc6,12216.45,30133.91,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_d7b799f0,room_type,rmt_1d79d927,1951.82,4814.48,INR,8,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_7ca6a749,room_type,rmt_8b45755c,2439.77,6018.09,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_f0d65753,room_type,rmt_a1b9987b,3122.90,7703.16,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_0525ef1e,room_type,rmt_d68490f5,4293.99,10591.84,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_b63b2623,room_type,rmt_f5240945,8684.96,21422.91,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_76959c1e,room_type,rmt_fc34ce18,10856.20,26778.62,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_dd8c8b57,room_type,rmt_0346ba24,13895.93,34276.63,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_2e7dabb9,room_type,rmt_37f39d35,19106.91,47130.38,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_f2395a78,room_type,rmt_ad4e3f27,2313.86,5707.51,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
